device_id,anomaly_score,mfa,vpn,firewall
EdgeCam_1,0.76,1,1,1
EdgeCam_4,0.776,1,1,0
EdgeCam_4,0.274,0,0,1
EdgeCam_3,0.862,1,1,1
EdgeCam_3,0.206,1,1,1
EdgeCam_2,0.09,1,0,0
EdgeCam_4,0.867,1,1,0
EdgeCam_5,0.864,0,1,0
EdgeCam_1,0.552,1,1,1
EdgeCam_5,0.391,0,1,1
EdgeCam_1,0.125,0,1,1
EdgeCam_4,0.986,1,1,1
EdgeCam_2,0.776,1,0,1
EdgeCam_2,0.935,1,1,0
EdgeCam_5,0.069,0,0,1
EdgeCam_1,0.087,0,0,1
EdgeCam_5,0.575,1,0,1
EdgeCam_5,0.761,1,1,1
EdgeCam_1,0.206,0,0,0
EdgeCam_1,0.536,1,1,0
EdgeCam_1,0.625,1,1,0
EdgeCam_5,0.086,0,0,1
EdgeCam_4,0.216,1,1,1
EdgeCam_1,0.339,1,0,1
EdgeCam_2,0.398,0,1,1
EdgeCam_3,0.748,0,0,1
EdgeCam_2,0.826,1,0,1
EdgeCam_1,0.824,1,1,1
EdgeCam_3,0.019,1,0,0
EdgeCam_1,0.746,0,1,1
EdgeCam_3,0.238,0,0,0
EdgeCam_5,0.262,0,1,0
EdgeCam_4,0.23,1,1,0
EdgeCam_1,0.398,0,1,1
EdgeCam_2,0.761,1,0,0
EdgeCam_5,0.264,0,1,1
EdgeCam_2,0.069,0,0,1
EdgeCam_5,0.029,0,1,0
EdgeCam_3,0.379,0,0,0
EdgeCam_2,0.445,1,1,1
EdgeCam_1,0.497,0,0,1
EdgeCam_2,0.006,1,0,0
EdgeCam_3,0.636,0,0,0
EdgeCam_1,0.81,0,1,1
EdgeCam_2,0.669,0,0,1
EdgeCam_1,0.443,1,1,1
EdgeCam_5,0.867,0,0,0
EdgeCam_1,0.61,0,0,0
EdgeCam_5,0.009,0,0,1
EdgeCam_1,0.025,1,0,0
EdgeCam_5,0.908,0,0,0
EdgeCam_1,0.972,1,0,1
EdgeCam_4,0.76,0,0,0
EdgeCam_2,0.026,1,1,0
EdgeCam_2,0.91,1,0,0
EdgeCam_2,0.104,0,0,1
EdgeCam_5,0.555,0,1,1
EdgeCam_3,0.619,1,0,1
EdgeCam_5,0.634,0,1,1
EdgeCam_1,0.704,0,0,0
EdgeCam_1,0.518,1,0,0
EdgeCam_3,0.812,1,1,0
EdgeCam_3,1.0,0,0,1
EdgeCam_1,0.836,0,1,0
EdgeCam_1,0.04,0,0,0
EdgeCam_5,0.207,0,0,0
EdgeCam_2,0.048,0,1,1
EdgeCam_5,0.338,0,0,0
EdgeCam_3,0.755,1,0,0
EdgeCam_4,0.866,1,0,1
EdgeCam_3,0.975,1,1,0
EdgeCam_4,0.115,0,0,0
EdgeCam_5,0.889,1,1,1
EdgeCam_1,0.994,1,0,1
EdgeCam_4,0.233,0,1,0
EdgeCam_3,0.907,0,0,0
EdgeCam_5,0.477,1,1,1
EdgeCam_3,0.552,1,1,1
EdgeCam_3,0.51,0,1,0
EdgeCam_2,0.799,0,0,1
EdgeCam_4,0.742,0,0,1
EdgeCam_5,0.513,1,0,0
EdgeCam_1,0.394,1,0,0
EdgeCam_2,0.738,0,1,1
EdgeCam_1,0.02,0,1,0
EdgeCam_1,0.205,0,0,1
EdgeCam_1,0.855,0,1,0
EdgeCam_1,0.969,1,0,1
EdgeCam_3,0.354,1,1,1
EdgeCam_5,0.215,0,0,1
EdgeCam_1,0.77,1,0,0
EdgeCam_4,0.031,0,0,0
EdgeCam_2,0.415,0,1,0
EdgeCam_1,0.21,0,0,0
EdgeCam_5,0.582,0,1,0
EdgeCam_3,0.471,1,1,0
EdgeCam_2,0.336,1,0,0
EdgeCam_5,0.351,0,1,0
EdgeCam_1,0.186,1,1,0
EdgeCam_1,0.929,0,0,1
EdgeCam_1,0.144,1,1,0
EdgeCam_1,0.256,1,1,0
EdgeCam_1,0.533,1,1,0
EdgeCam_5,0.294,1,0,0
EdgeCam_1,0.208,0,0,1
EdgeCam_5,0.81,1,0,0
EdgeCam_5,0.263,0,0,0
EdgeCam_5,0.77,0,1,0
EdgeCam_5,0.909,0,0,1
EdgeCam_1,0.19,1,0,1
EdgeCam_5,0.024,1,0,0
EdgeCam_4,0.923,0,0,1
EdgeCam_2,0.482,0,0,0
EdgeCam_5,0.196,0,0,1
EdgeCam_5,0.566,1,1,0
EdgeCam_4,0.616,1,1,1
EdgeCam_1,0.318,1,0,0
EdgeCam_4,0.772,0,1,0
EdgeCam_2,0.041,1,1,0
EdgeCam_1,0.147,1,0,1
EdgeCam_3,0.821,1,0,0
EdgeCam_5,0.682,0,0,1
EdgeCam_3,0.616,1,1,0
EdgeCam_5,0.589,0,1,1
EdgeCam_2,0.351,0,0,1
EdgeCam_5,0.945,1,1,0
EdgeCam_4,0.273,0,0,1
EdgeCam_2,0.57,0,1,0
EdgeCam_5,0.875,1,0,1
EdgeCam_1,0.36,0,1,1
EdgeCam_4,0.423,0,1,0
EdgeCam_4,0.667,1,0,0
EdgeCam_3,0.404,0,1,1
EdgeCam_4,0.995,1,0,0
EdgeCam_4,0.002,1,0,1
EdgeCam_4,0.688,1,1,0
EdgeCam_3,0.043,0,1,0
EdgeCam_2,0.013,1,0,1
EdgeCam_2,0.734,0,0,1
EdgeCam_1,0.878,0,0,1
EdgeCam_4,0.099,0,0,0
EdgeCam_2,0.274,1,1,1
EdgeCam_5,0.562,0,1,0
EdgeCam_2,0.756,0,0,1
EdgeCam_1,0.644,0,1,0
EdgeCam_4,0.959,1,1,0
EdgeCam_3,0.068,0,0,0
EdgeCam_4,0.261,0,0,0
EdgeCam_3,0.625,1,1,0
EdgeCam_1,0.297,1,1,0
EdgeCam_4,0.632,1,0,1
EdgeCam_1,0.728,0,0,0
EdgeCam_1,0.595,1,0,1
EdgeCam_2,0.555,0,1,1
EdgeCam_4,0.043,1,1,0
EdgeCam_4,0.733,0,1,1
EdgeCam_2,0.503,0,0,0
EdgeCam_4,0.039,0,1,0
EdgeCam_2,0.819,1,0,1
EdgeCam_1,0.974,1,1,0
EdgeCam_5,0.334,0,1,0
EdgeCam_5,0.193,0,0,0
EdgeCam_1,0.551,0,0,0
EdgeCam_2,0.96,1,1,0
EdgeCam_4,0.421,0,1,0
EdgeCam_2,0.469,1,0,0
EdgeCam_1,0.367,0,1,1
EdgeCam_5,0.657,1,0,0
EdgeCam_3,0.676,1,1,1
EdgeCam_3,0.883,0,0,1
EdgeCam_1,0.413,0,1,0
EdgeCam_3,0.604,1,0,0
EdgeCam_2,0.757,1,0,1
EdgeCam_3,0.969,1,0,1
EdgeCam_4,0.723,1,1,0
EdgeCam_4,0.358,1,0,0
EdgeCam_3,0.26,0,0,1
EdgeCam_2,0.638,0,0,1
EdgeCam_1,0.624,1,0,1
EdgeCam_4,0.957,1,1,0
EdgeCam_5,0.945,0,1,1
EdgeCam_4,0.872,1,1,0
EdgeCam_2,0.144,1,0,0
EdgeCam_2,0.886,1,0,0
EdgeCam_3,0.198,1,0,0
EdgeCam_3,0.502,1,0,1
EdgeCam_5,0.436,0,1,1
EdgeCam_4,0.127,0,0,0
EdgeCam_3,0.46,1,0,1
EdgeCam_2,0.718,0,1,0
EdgeCam_5,0.294,0,1,0
EdgeCam_5,0.685,0,1,1
EdgeCam_4,0.877,0,1,0
EdgeCam_4,0.464,0,1,0
EdgeCam_4,0.308,1,0,0
EdgeCam_3,0.495,0,1,0
EdgeCam_2,0.619,0,0,0
EdgeCam_5,0.058,0,0,0
EdgeCam_2,0.658,1,1,1
EdgeCam_4,0.216,0,0,1
EdgeCam_2,0.288,0,1,0
EdgeCam_4,0.091,0,0,0
EdgeCam_3,0.919,1,1,1
EdgeCam_4,0.759,0,0,0
EdgeCam_2,0.309,1,0,1
EdgeCam_5,0.378,0,0,1
EdgeCam_1,0.489,0,0,0
EdgeCam_4,0.025,1,1,1
EdgeCam_3,0.379,1,1,1
EdgeCam_5,0.515,1,0,1
EdgeCam_4,0.434,1,1,1
EdgeCam_2,0.04,1,0,0
EdgeCam_5,0.167,1,0,1
EdgeCam_5,0.789,0,0,0
EdgeCam_3,0.33,0,1,0
EdgeCam_3,0.932,1,0,0
EdgeCam_5,0.497,0,0,0
EdgeCam_4,0.828,0,0,1
EdgeCam_1,0.069,0,0,1
EdgeCam_5,0.702,1,1,0
EdgeCam_3,0.002,0,0,1
EdgeCam_2,0.141,0,0,1
EdgeCam_1,0.54,0,0,1
EdgeCam_2,0.64,0,1,1
EdgeCam_5,0.462,1,1,1
EdgeCam_4,0.346,0,1,1
EdgeCam_3,0.767,0,1,1
EdgeCam_1,0.029,0,1,0
EdgeCam_1,0.607,1,1,1
EdgeCam_4,0.084,0,0,1
EdgeCam_1,0.927,0,1,0
EdgeCam_4,0.176,0,0,0
EdgeCam_5,0.734,1,0,1
EdgeCam_4,0.929,1,0,1
EdgeCam_1,0.29,0,0,1
EdgeCam_5,0.404,0,1,0
EdgeCam_2,0.901,0,1,0
EdgeCam_5,0.599,1,0,1
EdgeCam_5,0.994,0,0,1
EdgeCam_3,0.759,0,1,1
EdgeCam_3,0.151,0,0,0
EdgeCam_3,0.524,1,1,0
EdgeCam_4,0.143,0,1,0
EdgeCam_1,0.218,0,0,1
EdgeCam_5,0.347,0,0,0
EdgeCam_5,0.258,1,1,0
EdgeCam_2,0.29,1,0,1
EdgeCam_3,0.099,1,1,1
EdgeCam_4,0.229,0,1,1
EdgeCam_4,0.739,1,0,1
EdgeCam_1,0.504,1,0,1
EdgeCam_1,0.4,0,0,1
EdgeCam_3,0.066,0,0,0
EdgeCam_3,0.686,0,1,1
EdgeCam_5,0.61,1,0,1
EdgeCam_1,0.244,1,1,1
EdgeCam_2,0.464,1,1,0
EdgeCam_1,0.333,0,1,0
EdgeCam_3,0.977,1,1,0
EdgeCam_5,0.858,1,0,1
EdgeCam_1,0.561,0,1,1
EdgeCam_4,0.127,1,1,1
EdgeCam_3,0.761,1,0,1
EdgeCam_3,0.971,0,1,1
EdgeCam_3,0.693,1,1,0
EdgeCam_4,0.728,0,1,1
EdgeCam_4,0.456,0,1,0
EdgeCam_1,0.786,1,0,0
EdgeCam_4,0.591,1,0,0
EdgeCam_4,0.306,0,1,0
EdgeCam_4,0.357,1,0,1
EdgeCam_1,0.9,1,1,1
EdgeCam_4,0.648,0,0,0
EdgeCam_5,0.813,1,0,0
EdgeCam_1,0.113,0,1,1
EdgeCam_5,0.393,1,1,1
EdgeCam_5,0.529,0,1,0
EdgeCam_1,0.231,1,1,0
EdgeCam_1,0.454,1,0,1
EdgeCam_1,0.297,0,0,1
EdgeCam_3,0.095,0,0,1
EdgeCam_5,0.244,1,1,1
EdgeCam_1,0.934,0,0,1
EdgeCam_5,0.27,0,0,1
EdgeCam_4,0.748,1,1,1
EdgeCam_3,0.771,1,0,0
EdgeCam_3,0.269,1,1,1
EdgeCam_4,0.182,1,0,1
EdgeCam_1,0.893,0,0,0
EdgeCam_4,0.016,1,0,1
EdgeCam_2,0.514,0,0,1
EdgeCam_5,0.401,1,0,1
EdgeCam_5,0.294,1,0,0
EdgeCam_1,0.752,1,1,1
EdgeCam_5,0.156,1,0,1
EdgeCam_2,0.895,0,1,0
EdgeCam_4,0.398,1,1,1
EdgeCam_4,0.281,0,0,1
EdgeCam_2,0.847,1,1,0
EdgeCam_3,0.402,1,0,1
EdgeCam_2,0.11,0,0,1
EdgeCam_3,0.569,0,0,1
EdgeCam_3,0.066,1,1,1
EdgeCam_3,0.755,1,1,0
EdgeCam_5,0.07,1,0,1
EdgeCam_2,0.268,0,1,1
EdgeCam_1,0.22,1,0,1
EdgeCam_2,0.951,1,1,0
EdgeCam_1,0.171,1,0,1
EdgeCam_4,0.923,0,0,0
EdgeCam_2,0.994,0,0,1
EdgeCam_4,0.884,0,0,0
EdgeCam_3,0.48,1,0,1
EdgeCam_5,0.724,0,1,1
EdgeCam_4,0.216,1,1,0
EdgeCam_2,0.66,0,1,0
EdgeCam_5,0.59,1,0,1
EdgeCam_1,0.163,0,1,0
EdgeCam_2,0.677,0,0,0
EdgeCam_1,0.537,1,1,1
EdgeCam_2,0.506,0,0,0
EdgeCam_1,0.757,1,0,1
EdgeCam_3,0.127,0,1,1
EdgeCam_2,0.754,1,0,1
EdgeCam_4,0.866,0,1,1
EdgeCam_4,0.682,1,0,0
EdgeCam_3,0.123,1,0,1
EdgeCam_1,0.655,1,1,1
EdgeCam_3,0.639,1,0,0
EdgeCam_4,0.151,1,0,1
EdgeCam_1,0.688,1,0,0
EdgeCam_2,0.341,1,0,0
EdgeCam_4,0.419,1,1,1
EdgeCam_4,0.647,0,1,1
EdgeCam_4,0.523,0,1,0
EdgeCam_4,0.508,1,0,1
EdgeCam_2,0.405,1,0,1
EdgeCam_1,0.206,0,0,1
EdgeCam_3,0.218,0,0,0
EdgeCam_4,0.644,1,0,0
EdgeCam_5,0.641,1,0,0
EdgeCam_2,0.184,1,0,1
EdgeCam_3,0.778,1,0,1
EdgeCam_2,0.36,0,1,1
EdgeCam_2,0.369,1,1,0
EdgeCam_4,0.899,1,0,0
EdgeCam_5,0.88,1,1,1
EdgeCam_4,0.511,1,0,1
EdgeCam_5,0.61,0,0,0
EdgeCam_3,0.098,0,0,1
EdgeCam_1,0.574,0,1,0
EdgeCam_4,0.319,0,0,0
EdgeCam_4,0.732,0,0,0
EdgeCam_5,0.781,0,0,1
EdgeCam_3,0.194,1,0,1
EdgeCam_5,0.226,0,0,1
EdgeCam_5,0.448,1,1,0
EdgeCam_2,0.119,0,1,1
EdgeCam_5,0.618,0,1,0
EdgeCam_5,0.527,1,1,0
EdgeCam_4,0.34,1,0,0
EdgeCam_3,0.887,0,0,0
EdgeCam_3,0.078,1,1,1
EdgeCam_1,0.521,0,0,1
EdgeCam_3,0.741,1,1,1
EdgeCam_4,0.455,1,0,1
EdgeCam_1,0.664,0,0,1
EdgeCam_3,0.728,0,1,0
EdgeCam_2,0.026,0,0,0
EdgeCam_2,0.699,1,0,1
EdgeCam_4,0.534,1,1,0
EdgeCam_2,0.189,1,0,1
EdgeCam_1,0.938,1,1,0
EdgeCam_3,0.413,0,1,1
EdgeCam_3,0.906,0,0,0
EdgeCam_1,0.237,1,0,1
EdgeCam_1,0.91,1,0,1
EdgeCam_2,0.576,1,0,1
EdgeCam_5,0.23,0,0,0
EdgeCam_1,0.204,1,1,1
EdgeCam_5,0.236,1,0,0
EdgeCam_3,0.163,0,1,1
EdgeCam_4,0.111,1,0,0
EdgeCam_1,0.786,1,1,0
EdgeCam_4,0.045,1,0,1
EdgeCam_1,0.373,0,0,0
EdgeCam_5,0.433,1,0,1
EdgeCam_4,0.919,1,1,0
EdgeCam_1,0.727,1,0,1
EdgeCam_4,0.897,0,0,0
EdgeCam_4,0.285,0,1,0
EdgeCam_4,0.489,0,1,0
EdgeCam_1,0.463,0,0,0
EdgeCam_1,0.008,1,0,0
EdgeCam_5,0.216,0,0,0
EdgeCam_2,0.283,0,1,0
EdgeCam_1,0.728,0,0,0
EdgeCam_5,0.88,1,0,0
EdgeCam_3,0.103,1,0,1
EdgeCam_4,0.907,1,1,1
EdgeCam_2,0.405,0,1,1
EdgeCam_2,0.226,1,0,0
EdgeCam_5,0.585,0,0,1
EdgeCam_4,0.589,1,1,0
EdgeCam_2,0.21,0,0,0
EdgeCam_1,0.626,0,0,1
EdgeCam_3,0.962,1,1,1
EdgeCam_1,0.567,0,0,0
EdgeCam_4,0.176,0,1,0
EdgeCam_5,0.951,0,0,0
EdgeCam_3,0.594,1,1,0
EdgeCam_2,0.228,1,1,0
EdgeCam_3,0.638,0,0,0
EdgeCam_1,0.269,1,1,0
EdgeCam_4,0.531,1,1,0
EdgeCam_2,0.001,1,0,1
EdgeCam_4,0.053,0,0,1
EdgeCam_2,0.866,1,0,1
EdgeCam_2,0.305,1,0,1
EdgeCam_3,0.896,0,0,1
EdgeCam_1,0.915,0,1,0
EdgeCam_1,0.008,1,0,1
EdgeCam_5,0.943,0,1,0
EdgeCam_5,0.55,0,1,1
EdgeCam_3,0.95,0,1,1
EdgeCam_3,0.73,0,0,0
EdgeCam_2,0.383,1,0,1
EdgeCam_2,0.471,1,1,0
EdgeCam_4,0.427,1,1,1
EdgeCam_3,0.382,0,0,0
EdgeCam_2,0.98,1,0,1
EdgeCam_3,0.993,0,1,1
EdgeCam_3,0.943,1,0,0
EdgeCam_2,0.405,0,1,1
EdgeCam_5,0.039,0,1,0
EdgeCam_1,0.603,0,0,1
EdgeCam_5,0.919,0,0,1
EdgeCam_2,0.531,0,1,1
EdgeCam_4,0.153,1,1,1
EdgeCam_3,0.738,0,1,0
EdgeCam_3,0.549,1,1,0
EdgeCam_5,0.709,1,0,0
EdgeCam_5,0.785,0,0,1
EdgeCam_5,0.128,1,1,1
EdgeCam_4,0.283,1,1,1
EdgeCam_2,0.156,0,1,0
EdgeCam_3,0.026,1,1,0
EdgeCam_3,0.827,0,0,1
EdgeCam_4,0.758,0,0,1
EdgeCam_4,0.535,0,0,0
EdgeCam_3,0.43,1,1,0
EdgeCam_5,0.808,1,0,1
EdgeCam_4,0.912,0,0,1
EdgeCam_4,0.921,1,0,0
EdgeCam_2,0.185,0,1,1
EdgeCam_1,0.623,0,0,1
EdgeCam_1,0.854,0,0,1
EdgeCam_1,0.902,0,1,1
EdgeCam_4,0.956,1,1,0
EdgeCam_5,0.621,0,1,1
EdgeCam_4,0.599,1,1,0
EdgeCam_2,0.002,0,1,1
EdgeCam_5,0.82,1,1,1
EdgeCam_2,0.722,0,0,1
EdgeCam_5,0.583,0,1,1
EdgeCam_3,0.266,1,1,0
EdgeCam_4,0.402,1,0,1
EdgeCam_3,0.632,0,1,0
EdgeCam_3,0.227,0,1,0
EdgeCam_2,0.61,1,0,0
EdgeCam_4,0.923,1,0,0
EdgeCam_3,0.539,0,0,1
EdgeCam_5,0.826,0,1,0
EdgeCam_4,0.174,0,0,1
EdgeCam_2,0.483,0,1,0
EdgeCam_2,0.392,1,1,1
EdgeCam_2,0.356,1,1,1
EdgeCam_4,0.698,1,1,0
EdgeCam_3,0.776,1,0,0
EdgeCam_2,0.68,1,1,0
EdgeCam_3,0.531,1,1,0
EdgeCam_3,0.191,0,1,1
EdgeCam_2,0.426,1,0,0
EdgeCam_5,0.698,0,0,1
EdgeCam_5,0.593,1,1,1
EdgeCam_4,0.616,1,0,1
EdgeCam_2,0.678,1,0,1
EdgeCam_3,0.54,0,1,1
EdgeCam_1,0.058,0,0,0
EdgeCam_1,0.331,1,1,0
EdgeCam_1,0.054,0,0,0
EdgeCam_5,0.834,0,1,1
EdgeCam_4,0.97,1,0,0
EdgeCam_1,0.704,1,1,1
EdgeCam_2,0.477,0,0,0
EdgeCam_5,0.294,0,1,1
EdgeCam_3,0.528,1,1,1
EdgeCam_3,0.195,0,1,1
EdgeCam_2,0.269,1,1,0
EdgeCam_1,0.374,0,1,0
EdgeCam_4,0.589,0,0,1
EdgeCam_1,0.922,1,0,0
EdgeCam_1,0.478,1,0,0
EdgeCam_1,0.318,1,1,1
EdgeCam_5,0.832,1,0,0
EdgeCam_5,0.717,0,0,0
EdgeCam_5,0.684,0,1,0
EdgeCam_2,0.627,1,0,0
EdgeCam_4,0.449,1,0,0
EdgeCam_2,0.383,0,1,0
EdgeCam_3,0.921,0,0,1
EdgeCam_4,0.84,0,0,1
EdgeCam_4,0.945,0,1,0
EdgeCam_4,0.054,0,1,0
EdgeCam_1,0.571,1,1,1
EdgeCam_1,0.001,0,1,0
EdgeCam_2,0.911,0,1,0
EdgeCam_3,0.091,1,0,0
EdgeCam_1,0.455,0,0,1
EdgeCam_1,0.039,1,0,0
EdgeCam_4,0.149,1,1,1
EdgeCam_3,0.201,0,0,0
EdgeCam_3,0.117,1,1,0
EdgeCam_2,0.356,0,1,1
EdgeCam_3,0.337,1,1,0
EdgeCam_2,0.516,0,1,1
EdgeCam_5,0.608,0,0,0
EdgeCam_1,0.836,0,1,1
EdgeCam_5,0.416,0,1,1
EdgeCam_3,0.406,0,0,1
EdgeCam_1,0.951,0,0,1
EdgeCam_2,0.637,0,1,0
EdgeCam_3,0.936,0,0,0
EdgeCam_1,0.568,0,0,0
EdgeCam_5,0.471,0,1,1
EdgeCam_1,0.909,1,0,1
EdgeCam_4,0.947,1,0,1
EdgeCam_4,0.876,1,1,0
EdgeCam_4,0.875,0,1,1
EdgeCam_1,0.834,0,0,1
EdgeCam_2,0.591,0,1,1
EdgeCam_4,0.614,0,1,1
EdgeCam_4,0.065,0,1,0
EdgeCam_1,0.177,1,0,1
EdgeCam_2,0.282,0,1,1
EdgeCam_4,0.769,0,1,0
EdgeCam_4,0.005,1,0,1
EdgeCam_5,0.501,1,1,1
EdgeCam_4,0.969,1,1,0
EdgeCam_3,0.406,0,0,0
EdgeCam_4,0.401,0,0,0
EdgeCam_4,0.419,1,0,0
EdgeCam_5,0.521,0,1,0
EdgeCam_3,0.367,1,0,1
EdgeCam_5,0.985,1,0,1
EdgeCam_5,0.404,1,0,1
EdgeCam_4,0.433,0,0,0
EdgeCam_1,0.721,0,0,1
EdgeCam_4,0.236,0,0,0
EdgeCam_5,0.789,1,0,0
EdgeCam_5,0.686,1,0,0
EdgeCam_2,0.196,0,1,1
EdgeCam_3,0.388,1,0,1
EdgeCam_2,0.937,1,1,1
EdgeCam_4,0.912,1,1,0
EdgeCam_5,0.49,0,1,1
EdgeCam_3,0.767,0,1,0
EdgeCam_2,0.833,1,0,1
EdgeCam_5,0.673,1,1,0
EdgeCam_5,0.014,1,0,0
EdgeCam_3,0.465,0,1,1
EdgeCam_4,0.328,1,0,0
EdgeCam_3,0.824,1,1,0
EdgeCam_1,0.04,1,1,0
EdgeCam_2,0.038,1,0,1
EdgeCam_4,0.409,1,0,0
EdgeCam_4,0.593,1,0,0
EdgeCam_1,0.747,0,0,0
EdgeCam_5,0.646,1,0,0
EdgeCam_5,0.343,0,0,0
EdgeCam_5,0.843,1,1,0
EdgeCam_2,0.606,0,0,0
EdgeCam_3,0.354,0,1,1
EdgeCam_5,0.456,0,1,0
EdgeCam_3,0.883,1,0,1
EdgeCam_2,0.82,1,0,1
EdgeCam_3,0.55,0,0,0
EdgeCam_3,0.075,1,0,1
EdgeCam_4,0.623,0,1,0
EdgeCam_5,0.121,0,0,0
EdgeCam_5,0.117,1,1,1
EdgeCam_5,0.785,0,1,1
EdgeCam_2,0.511,0,0,1
EdgeCam_4,0.168,1,0,0
EdgeCam_5,0.318,0,1,1
EdgeCam_1,0.966,0,0,0
EdgeCam_3,0.046,1,1,0
EdgeCam_1,0.234,0,0,0
EdgeCam_5,0.647,1,1,0
EdgeCam_5,0.736,0,1,1
EdgeCam_2,0.902,1,1,0
EdgeCam_1,0.214,1,1,0
EdgeCam_1,0.403,0,0,0
EdgeCam_2,0.099,1,1,0
EdgeCam_1,0.488,1,0,0
EdgeCam_5,0.72,0,0,0
EdgeCam_2,0.867,1,0,1
EdgeCam_1,0.839,1,1,1
EdgeCam_3,0.533,0,0,1
EdgeCam_3,0.1,1,0,1
EdgeCam_3,0.133,1,1,1
EdgeCam_1,0.004,1,1,0
EdgeCam_3,0.067,0,0,0
EdgeCam_1,0.542,1,0,1
EdgeCam_5,0.942,0,0,0
EdgeCam_3,0.034,1,1,1
EdgeCam_4,0.776,1,0,1
EdgeCam_1,0.867,0,1,1
EdgeCam_4,0.263,1,0,1
EdgeCam_1,0.569,0,0,1
EdgeCam_1,0.943,0,0,0
EdgeCam_4,0.247,0,0,0
EdgeCam_2,0.615,1,1,1
EdgeCam_1,0.806,0,1,0
EdgeCam_1,0.527,1,1,0
EdgeCam_1,0.251,0,1,0
EdgeCam_1,0.722,1,0,1
EdgeCam_3,0.214,0,0,0
EdgeCam_5,0.535,0,0,1
EdgeCam_2,0.751,0,1,1
EdgeCam_2,0.54,1,1,1
EdgeCam_4,0.282,0,1,1
EdgeCam_2,0.397,0,1,0
EdgeCam_5,0.745,0,1,1
EdgeCam_5,0.191,0,1,0
EdgeCam_2,0.154,1,0,0
EdgeCam_2,0.103,1,1,1
EdgeCam_2,0.369,0,0,0
EdgeCam_5,0.026,1,0,0
EdgeCam_1,0.282,1,1,0
EdgeCam_3,0.135,0,1,0
EdgeCam_4,0.869,0,1,1
EdgeCam_3,0.305,1,1,0
EdgeCam_2,0.244,1,1,0
EdgeCam_1,0.413,1,0,1
EdgeCam_1,0.765,0,0,0
EdgeCam_3,0.26,0,0,0
EdgeCam_5,0.297,1,1,0
EdgeCam_3,0.446,0,0,0
EdgeCam_5,0.913,1,0,0
EdgeCam_5,0.309,0,1,0
EdgeCam_1,0.364,1,1,1
EdgeCam_1,0.812,1,1,1
EdgeCam_1,0.019,1,1,0
EdgeCam_5,0.873,1,0,0
EdgeCam_2,0.278,1,0,1
EdgeCam_1,0.933,1,1,0
EdgeCam_5,0.746,1,0,1
EdgeCam_2,0.917,1,0,0
EdgeCam_4,0.055,0,1,0
EdgeCam_5,0.829,1,1,0
EdgeCam_1,0.859,0,0,0
EdgeCam_2,0.735,0,1,0
EdgeCam_5,0.381,1,1,1
EdgeCam_1,0.207,0,1,0
EdgeCam_3,0.235,0,1,1
EdgeCam_2,0.228,1,1,1
EdgeCam_2,0.321,0,1,0
EdgeCam_1,0.599,1,0,0
EdgeCam_3,0.454,1,0,0
EdgeCam_3,0.542,1,0,0
EdgeCam_3,0.429,1,1,0
EdgeCam_1,0.411,1,0,1
EdgeCam_2,0.854,0,1,0
EdgeCam_5,0.964,1,1,1
EdgeCam_4,0.456,0,0,1
EdgeCam_3,0.772,0,0,1
EdgeCam_5,0.488,0,1,1
EdgeCam_2,0.624,1,0,0
EdgeCam_2,0.352,1,1,1
EdgeCam_3,0.055,0,1,1
EdgeCam_1,0.935,1,0,1
EdgeCam_4,0.618,1,1,0
EdgeCam_1,0.172,0,1,1
EdgeCam_2,0.381,0,1,0
EdgeCam_1,0.503,1,0,1
EdgeCam_3,0.742,1,1,0
EdgeCam_4,0.686,1,0,1
EdgeCam_2,0.729,1,1,0
EdgeCam_2,0.405,0,1,0
EdgeCam_5,0.105,0,0,0
EdgeCam_4,0.713,1,0,0
EdgeCam_1,0.803,0,0,0
EdgeCam_2,0.996,1,0,0
EdgeCam_3,0.328,1,1,0
EdgeCam_3,0.934,0,1,0
EdgeCam_2,0.847,0,0,1
EdgeCam_4,0.554,1,0,1
EdgeCam_3,0.827,1,0,1
EdgeCam_2,0.14,1,1,1
EdgeCam_4,0.077,0,0,0
EdgeCam_4,0.503,0,0,0
EdgeCam_2,0.382,0,0,0
EdgeCam_4,0.469,1,0,1
EdgeCam_5,0.534,0,0,0
EdgeCam_2,0.789,1,1,0
EdgeCam_5,0.264,0,1,0
EdgeCam_3,0.578,0,1,0
EdgeCam_5,0.865,0,0,0
EdgeCam_2,0.706,0,0,0
EdgeCam_4,0.975,1,0,1
EdgeCam_3,0.799,0,0,1
EdgeCam_4,0.459,1,0,1
EdgeCam_2,0.601,0,1,1
EdgeCam_5,0.506,0,0,1
EdgeCam_2,0.207,0,0,0
EdgeCam_1,0.323,0,0,1
EdgeCam_2,0.263,1,0,1
EdgeCam_1,0.401,0,1,1
EdgeCam_4,0.642,1,1,0
EdgeCam_2,0.853,0,1,1
EdgeCam_4,0.981,0,1,1
EdgeCam_3,0.52,0,1,0
EdgeCam_4,0.0,0,1,1
EdgeCam_5,0.585,0,1,1
EdgeCam_4,0.781,1,1,1
EdgeCam_1,0.193,1,0,0
EdgeCam_3,0.192,1,1,1
EdgeCam_1,0.122,1,1,1
EdgeCam_5,0.212,1,0,0
EdgeCam_3,0.208,0,0,1
EdgeCam_2,0.726,0,1,0
EdgeCam_4,0.026,1,0,0
EdgeCam_2,0.185,1,0,1
EdgeCam_1,0.767,0,1,0
